F_Lift,F_Drag,Windspeed,Angle,Cl,Cd
-8.8,7.3,28.14,139.8,-1.08,0.9
-8.81,7.29,28.05,139.8,-1.09,0.9
-8.84,7.29,28.08,139.8,-1.09,0.9
-8.78,7.29,28.26,139.8,-1.07,0.89
-8.78,7.29,28.35,139.8,-1.06,0.88
-8.79,7.27,28.23,139.8,-1.07,0.89
-8.78,7.25,28.23,139.8,-1.07,0.89
-8.77,7.25,28.2,139.8,-1.07,0.89
-8.77,7.26,28.05,139.8,-1.09,0.9
-8.78,7.25,28.32,139.8,-1.07,0.88
-8.73,7.23,28.41,139.8,-1.05,0.87
-8.77,7.23,28.17,139.8,-1.08,0.89
-8.47,6.39,28.13,140,-1.052,0.793
-8.64,6.42,28.34,140,-1.057,0.785
-8.71,6.39,28.49,140,-1.054,0.774
-8.72,6.39,28.58,140,-1.049,0.769
-8.72,6.35,28.67,140,-1.042,0.759
-8.73,6.34,28.46,140,-1.059,0.769
-8.75,6.36,28.28,140,-1.075,0.781
-8.79,6.36,28.61,140,-1.055,0.763
-8.79,6.35,28.67,140,-1.051,0.759
-8.72,6.29,28.55,140,-1.051,0.758
-8.65,6.26,28.46,140,-1.049,0.759
-8.62,6.26,28.58,140,-1.037,0.753
-8.62,6.23,28.64,140,-1.033,0.746
-8.61,6.24,28.4,140,-1.049,0.76
-8.57,6.21,28.13,140,-1.064,0.771
-8.52,6.21,28.19,140,-1.053,0.768
-8.52,6.16,28.1,140,-1.06,0.767
-8.51,6.17,28.01,140,-1.066,0.773
-8.48,6.16,28.1,140,-1.055,0.767
-8.46,6.16,27.95,140,-1.064,0.775
-8.12,4.82,28.07,145,-1.013,0.601
-8.12,4.82,27.8,145,-1.032,0.613
-8.13,4.83,27.86,145,-1.029,0.611
-8.13,4.84,27.95,145,-1.023,0.609
-8.13,4.84,27.89,145,-1.027,0.611
-8.12,4.84,28.04,145,-1.015,0.605
-8.15,4.83,28.19,145,-1.008,0.597
-8.15,4.84,27.95,145,-1.025,0.609
-8.17,4.84,27.55,145,-1.058,0.627
-8.13,4.84,27.68,145,-1.043,0.621
-8.14,4.83,28.04,145,-1.017,0.604
-8.14,4.86,28.04,145,-1.017,0.607
-8.2,4.91,28.1,145,-1.02,0.611
-8.26,4.91,28.22,145,-1.019,0.606
-8.23,4.89,28.19,145,-1.018,0.605
-8.23,4.88,27.98,145,-1.033,0.612
-8.21,4.88,27.95,145,-1.033,0.614
-8.18,4.88,28.01,145,-1.024,0.611
-8.19,4.87,28.16,145,-1.015,0.603
-8.19,4.85,28.07,145,-1.021,0.605
-8.58,5.81,28.32,145.2,-1.04,0.71
-8.56,5.77,28.41,145.2,-1.03,0.7
-8.52,5.77,28.32,145.2,-1.04,0.7
-8.54,5.78,28.2,145.2,-1.05,0.71
-8.54,5.78,28.29,145.2,-1.04,0.7
-8.57,5.78,28.23,145.2,-1.05,0.71
-8.57,5.78,28.26,145.2,-1.05,0.71
-8.51,5.78,28.14,145.2,-1.05,0.71
-8.51,5.75,28.14,145.2,-1.05,0.71
-8.5,5.73,28.26,145.2,-1.04,0.7
-8.51,5.73,28.23,145.2,-1.04,0.7
-8.49,5.76,28.32,145.2,-1.03,0.7
-8.49,5.73,28.26,145.2,-1.04,0.7
-8.5,5.75,28.14,145.2,-1.05,0.71
-8.49,5.75,28.08,145.2,-1.05,0.71
-8.46,5.75,28.17,145.2,-1.04,0.71
-8.46,5.72,28.14,145.2,-1.04,0.7
-8.45,5.72,27.87,145.2,-1.06,0.72
-8.47,5.72,27.54,145.2,-1.09,0.73
-8.48,5.72,27.51,145.2,-1.09,0.74
-7.74,3.66,27.95,150,-0.974,0.46
-7.74,3.66,27.49,150,-1.006,0.476
-7.76,3.66,27.37,150,-1.018,0.48
-7.73,3.66,27.83,150,-0.981,0.464
-7.75,3.66,28.13,150,-0.962,0.454
-7.75,3.66,28.19,150,-0.958,0.453
-7.75,3.67,28.04,150,-0.969,0.459
-7.76,3.67,28.07,150,-0.968,0.458
-7.74,3.66,28.01,150,-0.969,0.458
-7.74,3.64,28.1,150,-0.963,0.453
-7.73,3.65,28.34,150,-0.946,0.447
-7.74,3.65,28.4,150,-0.943,0.445
-7.74,3.66,28.4,150,-0.943,0.446
-7.78,3.66,28.37,150,-0.95,0.447
-7.76,3.66,28.34,150,-0.949,0.448
-7.76,3.66,28.37,150,-0.947,0.447
-7.76,3.66,28.01,150,-0.972,0.458
-7.76,3.66,27.89,150,-0.98,0.462
-7.79,3.67,27.98,150,-0.978,0.461
-7.78,3.67,27.95,150,-0.979,0.462
-8.23,4.54,28.26,150.1,-1,0.55
-8.27,4.53,28.32,150.1,-1,0.55
-8.21,4.52,28.17,150.1,-1.01,0.55
-8.23,4.54,28.17,150.1,-1.01,0.56
-8.23,4.54,28.23,150.1,-1.01,0.56
-8.23,4.53,28.35,150.1,-1,0.55
-8.22,4.52,28.41,150.1,-0.99,0.55
-8.27,4.56,28.5,150.1,-0.99,0.55
-8.31,4.56,28.53,150.1,-0.99,0.55
-8.31,4.55,28.47,150.1,-1,0.55
-8.29,4.55,28.38,150.1,-1,0.55
-8.3,4.57,28.44,150.1,-1,0.55
-8.34,4.57,28.35,150.1,-1.01,0.55
-8.34,4.57,28.35,150.1,-1.01,0.55
-8.33,4.57,28.38,150.1,-1.01,0.55
-8.34,4.58,28.38,150.1,-1.01,0.55
-8.34,4.58,28.44,150.1,-1,0.55
-8.34,4.57,28.56,150.1,-1,0.55
-8.28,4.55,28.56,150.1,-0.99,0.54
-8.25,4.53,28.44,150.1,-0.99,0.55
-7.64,3.36,27.75,155,-0.97,0.43
-7.63,3.36,27.66,155,-0.97,0.43
-7.62,3.35,27.75,155,-0.96,0.42
-7.62,3.35,27.78,155,-0.96,0.42
-7.64,3.35,27.81,155,-0.96,0.42
-7.65,3.35,27.9,155,-0.96,0.42
-7.66,3.36,27.66,155,-0.98,0.43
-7.66,3.36,27.84,155,-0.96,0.42
-7.65,3.36,28.05,155,-0.95,0.42
-7.65,3.36,27.84,155,-0.96,0.42
-7.64,3.36,27.75,155,-0.97,0.43
-7.64,3.35,27.81,155,-0.96,0.42
-7.64,3.35,27.78,155,-0.96,0.42
-7.62,3.35,27.72,155,-0.97,0.42
-7.65,3.35,27.99,155,-0.95,0.42
-7.65,3.35,28.14,155,-0.94,0.41
-7.64,3.35,27.75,155,-0.97,0.42
-7.63,3.35,27.81,155,-0.96,0.42
-7.64,3.35,27.81,155,-0.96,0.42
-7.64,3.36,27.75,155,-0.97,0.43
-7.69,2.78,28.22,155,-0.949,0.343
-7.69,2.78,28.16,155,-0.953,0.344
-7.7,2.78,27.98,155,-0.966,0.349
-7.72,2.78,28.19,155,-0.955,0.344
-7.72,2.78,28.31,155,-0.946,0.341
-7.72,2.78,28.37,155,-0.942,0.339
-7.73,2.79,28.34,155,-0.946,0.341
-7.73,2.79,28.04,155,-0.966,0.349
-7.72,2.78,27.92,155,-0.973,0.35
-7.72,2.78,28.07,155,-0.963,0.347
-7.7,2.77,27.95,155,-0.968,0.348
-7.68,2.77,28.13,155,-0.954,0.344
-7.68,2.77,28.19,155,-0.95,0.342
-7.68,2.77,27.92,155,-0.968,0.349
-7.65,2.76,27.8,155,-0.973,0.351
-7.65,2.76,27.92,155,-0.964,0.348
-7.63,2.76,27.8,155,-0.97,0.351
-7.63,2.75,27.71,155,-0.976,0.352
-7.63,2.75,27.86,155,-0.966,0.348
-7.64,2.75,27.89,155,-0.965,0.347
-7.77,2.5,27.93,159.9,-0.97,0.31
-7.76,2.49,28.14,159.9,-0.95,0.31
-7.76,2.49,28.05,159.9,-0.96,0.31
-7.74,2.49,27.9,159.9,-0.97,0.31
-7.73,2.49,27.66,159.9,-0.98,0.32
-7.73,2.49,27.63,159.9,-0.99,0.32
-7.73,2.5,27.66,159.9,-0.98,0.32
-7.75,2.5,27.72,159.9,-0.98,0.32
-7.75,2.5,27.72,159.9,-0.98,0.32
-7.75,2.5,27.75,159.9,-0.98,0.32
-7.76,2.5,27.9,159.9,-0.97,0.31
-7.77,2.5,27.9,159.9,-0.97,0.31
-7.78,2.5,27.75,159.9,-0.98,0.32
-7.78,2.5,27.84,159.9,-0.98,0.31
-7.77,2.5,27.81,159.9,-0.98,0.31
-7.76,2.5,27.69,159.9,-0.99,0.32
-7.76,2.49,27.66,159.9,-0.99,0.32
-7.77,2.49,27.78,159.9,-0.98,0.31
-7.77,2.49,27.93,159.9,-0.97,0.31
-7.76,2.49,27.99,159.9,-0.97,0.31
-8.66,1.76,28.19,160.1,-1.071,0.218
-8.65,1.75,28.16,160.1,-1.072,0.217
-8.63,1.75,28.13,160.1,-1.072,0.217
-8.63,1.74,28.01,160.1,-1.081,0.218
-8.63,1.75,27.8,160.1,-1.097,0.222
-8.65,1.74,27.92,160.1,-1.09,0.219
-8.66,1.74,27.98,160.1,-1.087,0.218
-8.66,1.75,28.1,160.1,-1.078,0.218
-8.7,1.76,27.98,160.1,-1.092,0.221
-8.71,1.76,27.58,160.1,-1.125,0.227
-8.71,1.76,27.74,160.1,-1.112,0.225
-8.71,1.75,28.01,160.1,-1.091,0.219
-8.72,1.76,27.92,160.1,-1.099,0.222
-8.71,1.76,28.13,160.1,-1.082,0.219
-8.74,1.76,28.01,160.1,-1.095,0.22
-8.74,1.77,28.19,160.1,-1.081,0.219
-8.75,1.77,28.34,160.1,-1.07,0.217
-8.77,1.78,28.34,160.1,-1.073,0.218
-8.78,1.78,28.46,160.1,-1.065,0.216
-8.78,1.77,28.46,160.1,-1.065,0.215
-8.76,1.37,27.96,164.8,-1.09,0.17
-8.76,1.37,28.08,164.8,-1.08,0.17
-8.76,1.38,27.93,164.8,-1.09,0.17
-8.77,1.38,27.87,164.8,-1.1,0.17
-8.78,1.38,27.81,164.8,-1.11,0.17
-8.79,1.38,27.84,164.8,-1.1,0.17
-8.79,1.39,27.81,164.8,-1.11,0.18
-8.8,1.39,27.84,164.8,-1.11,0.17
-8.8,1.39,27.99,164.8,-1.09,0.17
-8.8,1.38,28.05,164.8,-1.09,0.17
-8.8,1.39,28.11,164.8,-1.09,0.17
-8.8,1.39,27.96,164.8,-1.1,0.17
-8.8,1.39,28.23,164.8,-1.08,0.17
-8.8,1.39,28.11,164.8,-1.09,0.17
-8.8,1.39,28.08,164.8,-1.09,0.17
-8.79,1.38,28.11,164.8,-1.08,0.17
-8.78,1.38,28.29,164.8,-1.07,0.17
-8.79,1.38,28.2,164.8,-1.08,0.17
-8.79,1.38,27.96,164.8,-1.1,0.17
-8.79,1.38,28.05,164.8,-1.09,0.17
-8.27,0.72,28.16,165.1,-1.025,0.089
-8.29,0.73,28.22,165.1,-1.023,0.09
-8.29,0.73,28.22,165.1,-1.023,0.09
-8.3,0.74,28.37,165.1,-1.013,0.09
-8.31,0.74,28.34,165.1,-1.017,0.091
-8.3,0.74,28.25,165.1,-1.022,0.091
-8.3,0.74,28.22,165.1,-1.024,0.091
-8.31,0.74,28.31,165.1,-1.019,0.091
-8.31,0.74,28.13,165.1,-1.032,0.092
-8.3,0.74,28.01,165.1,-1.039,0.093
-8.3,0.74,27.98,165.1,-1.042,0.093
-8.33,0.74,28.07,165.1,-1.039,0.092
-8.3,0.74,28.16,165.1,-1.028,0.092
-8.27,0.73,28.13,165.1,-1.027,0.091
-8.27,0.73,27.92,165.1,-1.042,0.092
-8.26,0.73,28.1,165.1,-1.028,0.091
-8.27,0.73,27.95,165.1,-1.04,0.092
-8.28,0.73,27.89,165.1,-1.046,0.092
-8.28,0.73,27.98,165.1,-1.039,0.092
-8.29,0.74,28.16,165.1,-1.027,0.092
-5.82,0.44,27.71,169.9,-0.745,0.056
-5.82,0.44,27.77,169.9,-0.742,0.056
-5.85,0.43,27.86,169.9,-0.741,0.054
-5.91,0.43,27.83,169.9,-0.75,0.055
-5.93,0.43,27.8,169.9,-0.754,0.055
-5.93,0.43,27.92,169.9,-0.747,0.054
-5.95,0.43,27.89,169.9,-0.752,0.054
-5.96,0.43,27.98,169.9,-0.748,0.054
-6.02,0.43,28.52,169.9,-0.727,0.052
-6.02,0.44,28.4,169.9,-0.733,0.054
-6.07,0.44,28.16,169.9,-0.752,0.055
-6.09,0.43,28.22,169.9,-0.751,0.053
-6.08,0.43,28.04,169.9,-0.76,0.054
-6.08,0.44,28.01,169.9,-0.761,0.055
-6.08,0.43,28.28,169.9,-0.747,0.053
-6.07,0.43,28.31,169.9,-0.744,0.053
-6.04,0.43,28.34,169.9,-0.739,0.053
-6.04,0.43,28.43,169.9,-0.734,0.052
-6.05,0.43,28.19,169.9,-0.748,0.053
-6.07,0.44,28.1,169.9,-0.755,0.055
-7.27,0.59,27.72,170.2,-0.92,0.07
-7.25,0.58,27.84,170.2,-0.91,0.07
-7.24,0.58,27.99,170.2,-0.9,0.07
-7.24,0.58,27.66,170.2,-0.92,0.07
-7.23,0.58,27.54,170.2,-0.93,0.07
-7.2,0.58,27.69,170.2,-0.91,0.07
-7.19,0.58,27.6,170.2,-0.92,0.07
-7.19,0.58,27.63,170.2,-0.92,0.07
-7.21,0.58,27.42,170.2,-0.93,0.08
-7.24,0.58,27.26,170.2,-0.95,0.08
-7.25,0.58,27.45,170.2,-0.94,0.07
-7.25,0.58,27.45,170.2,-0.94,0.07
-7.23,0.58,27.51,170.2,-0.93,0.07
-7.23,0.58,27.54,170.2,-0.93,0.07
-7.22,0.58,27.57,170.2,-0.93,0.07
-7.22,0.58,27.75,170.2,-0.91,0.07
-7.19,0.58,27.72,170.2,-0.91,0.07
-7.23,0.58,27.75,170.2,-0.91,0.07
-7.26,0.58,27.75,170.2,-0.92,0.07
-7.26,0.58,27.72,170.2,-0.92,0.07
-1.02,0.53,28.28,175.1,-0.125,0.065
-1.03,0.53,28.16,175.1,-0.128,0.066
-1.03,0.53,28.1,175.1,-0.128,0.066
-1.03,0.53,28.31,175.1,-0.126,0.065
-1.03,0.53,28.19,175.1,-0.127,0.066
-1.03,0.53,28.04,175.1,-0.129,0.066
-1.03,0.53,28.01,175.1,-0.129,0.066
-1.03,0.53,28.16,175.1,-0.128,0.066
-1.03,0.54,28.13,175.1,-0.128,0.067
-1.04,0.54,28.07,175.1,-0.13,0.067
-1.03,0.54,28.19,175.1,-0.127,0.067
-1.04,0.54,28.13,175.1,-0.129,0.067
-1.04,0.53,28.19,175.1,-0.129,0.066
-1.04,0.53,28.1,175.1,-0.129,0.066
-1.04,0.53,28.1,175.1,-0.129,0.066
-1.04,0.53,28.04,175.1,-0.13,0.066
-1.02,0.53,27.95,175.1,-0.128,0.067
-1.03,0.53,27.83,175.1,-0.131,0.067
-1.04,0.53,27.71,175.1,-0.133,0.068
-1.04,0.53,27.71,175.1,-0.133,0.068
-2.79,0.54,27.42,175.3,-0.36,0.07
-2.79,0.54,27.63,175.3,-0.36,0.07
-2.79,0.54,27.69,175.3,-0.35,0.07
-2.79,0.54,27.69,175.3,-0.35,0.07
-2.79,0.54,27.72,175.3,-0.35,0.07
-2.8,0.54,27.72,175.3,-0.36,0.07
-2.8,0.54,27.63,175.3,-0.36,0.07
-2.8,0.54,27.69,175.3,-0.36,0.07
-2.8,0.54,27.69,175.3,-0.36,0.07
-2.8,0.54,27.63,175.3,-0.36,0.07
-2.8,0.53,27.63,175.3,-0.36,0.07
-2.8,0.54,27.63,175.3,-0.36,0.07
-2.81,0.54,27.63,175.3,-0.36,0.07
-2.81,0.54,27.63,175.3,-0.36,0.07
-2.81,0.54,27.66,175.3,-0.36,0.07
-2.81,0.54,27.75,175.3,-0.36,0.07
-2.82,0.54,27.66,175.3,-0.36,0.07
-2.82,0.54,27.72,175.3,-0.36,0.07
-2.82,0.54,27.69,175.3,-0.36,0.07
-2.83,0.54,27.63,175.3,-0.36,0.07
3.76,0.91,27.95,180.1,0.473,0.114
3.74,0.91,28.01,180.1,0.468,0.114
3.73,0.91,27.71,180.1,0.477,0.116
3.75,0.91,27.61,180.1,0.483,0.117
3.75,0.91,27.65,180.1,0.482,0.117
3.75,0.91,27.77,180.1,0.478,0.116
3.76,0.91,27.92,180.1,0.474,0.115
3.77,0.92,27.55,180.1,0.488,0.119
3.77,0.92,27.27,180.1,0.498,0.122
3.78,0.92,27.52,180.1,0.49,0.119
3.78,0.92,27.95,180.1,0.475,0.116
3.79,0.92,27.8,180.1,0.482,0.117
3.79,0.93,27.92,180.1,0.478,0.117
3.8,0.93,28.04,180.1,0.475,0.116
3.81,0.93,28.13,180.1,0.473,0.115
3.83,0.93,28.13,180.1,0.476,0.115
3.83,0.93,28.16,180.1,0.475,0.115
3.83,0.93,28.07,180.1,0.478,0.116
3.81,0.93,28.19,180.1,0.471,0.115
3.81,0.93,28.1,180.1,0.474,0.116
0.7,0.69,27.87,180.2,0.09,0.09
0.7,0.69,27.84,180.2,0.09,0.09
0.7,0.69,27.96,180.2,0.09,0.09
0.7,0.69,27.87,180.2,0.09,0.09
0.7,0.69,27.99,180.2,0.09,0.09
0.7,0.69,27.99,180.2,0.09,0.09
0.7,0.69,27.99,180.2,0.09,0.09
0.7,0.69,27.93,180.2,0.09,0.09
0.7,0.69,28.05,180.2,0.09,0.09
0.7,0.69,27.96,180.2,0.09,0.09
0.7,0.69,27.99,180.2,0.09,0.09
0.7,0.69,27.99,180.2,0.09,0.09
0.7,0.69,27.93,180.2,0.09,0.09
0.7,0.69,27.93,180.2,0.09,0.09
0.7,0.69,27.87,180.2,0.09,0.09
0.7,0.69,27.9,180.2,0.09,0.09
0.7,0.69,27.96,180.2,0.09,0.09
0.7,0.69,27.9,180.2,0.09,0.09
0.71,0.69,27.93,180.2,0.09,0.09
0.71,0.69,28.08,180.2,0.09,0.09
4.92,1.6,28.31,185.1,0.603,0.196
4.94,1.61,28.25,185.1,0.608,0.198
4.95,1.61,28.28,185.1,0.608,0.198
4.95,1.62,28.22,185.1,0.611,0.2
4.94,1.62,28.13,185.1,0.613,0.201
4.93,1.62,28.07,185.1,0.615,0.202
4.94,1.62,27.89,185.1,0.624,0.205
4.94,1.62,27.8,185.1,0.628,0.206
4.93,1.62,27.92,185.1,0.621,0.204
4.93,1.62,28.07,185.1,0.615,0.202
4.93,1.62,28.19,185.1,0.61,0.2
4.93,1.61,27.98,185.1,0.619,0.202
4.93,1.61,28.04,185.1,0.616,0.201
4.94,1.62,28.16,185.1,0.612,0.201
4.94,1.62,28.04,185.1,0.617,0.202
4.94,1.62,28.04,185.1,0.617,0.202
4.95,1.62,28.01,185.1,0.62,0.203
4.94,1.61,27.77,185.1,0.629,0.205
4.94,1.61,27.71,185.1,0.632,0.206
4.94,1.61,27.74,185.1,0.631,0.206
5.14,1.91,27.72,185.4,0.65,0.24
4.91,1.63,27.66,185.4,0.63,0.21
4.77,1.46,27.66,185.4,0.61,0.19
4.69,1.36,27.66,185.4,0.6,0.17
4.63,1.36,27.72,185.4,0.59,0.17
4.63,1.3,27.69,185.4,0.59,0.17
4.59,1.26,27.6,185.4,0.59,0.16
4.56,1.23,27.72,185.4,0.58,0.16
4.54,1.23,27.84,185.4,0.57,0.15
4.54,1.22,27.72,185.4,0.58,0.15
4.54,1.21,27.63,185.4,0.58,0.15
4.53,1.21,27.48,185.4,0.58,0.16
4.53,1.21,27.6,185.4,0.58,0.15
4.53,1.21,27.48,185.4,0.58,0.16
4.54,1.2,27.29,185.4,0.59,0.16
4.55,1.2,27.38,185.4,0.59,0.16
4.54,1.2,27.48,185.4,0.59,0.15
4.54,1.2,27.63,185.4,0.58,0.15
4.54,1.2,27.66,185.4,0.58,0.15
4.54,1.2,27.75,185.4,0.57,0.15
4.71,1.79,27.78,189.9,0.59,0.23
4.7,1.79,27.72,189.9,0.6,0.23
4.69,1.79,27.66,189.9,0.6,0.23
4.7,1.79,27.57,189.9,0.6,0.23
4.7,1.79,27.63,189.9,0.6,0.23
4.7,1.79,27.69,189.9,0.6,0.23
4.69,1.79,27.72,189.9,0.59,0.23
4.7,1.79,27.75,189.9,0.59,0.23
4.67,1.79,27.81,189.9,0.59,0.23
4.67,1.78,27.72,189.9,0.59,0.23
4.65,1.78,27.75,189.9,0.59,0.23
4.68,1.79,27.72,189.9,0.59,0.23
4.68,1.79,27.72,189.9,0.59,0.23
4.68,1.79,27.84,189.9,0.59,0.23
4.66,1.79,27.84,189.9,0.59,0.23
4.67,1.79,27.84,189.9,0.59,0.23
4.67,1.79,27.9,189.9,0.58,0.22
4.67,1.78,27.9,189.9,0.58,0.22
4.64,1.78,27.87,189.9,0.58,0.22
4.66,1.79,27.9,189.9,0.58,0.22
6.15,1.79,27.86,190,0.779,0.227
6.32,1.94,27.89,190,0.798,0.245
5.77,1.94,28.1,190,0.718,0.241
5.45,2.08,28.25,190,0.671,0.256
5.45,2.17,28.16,190,0.675,0.269
5.26,2.23,27.95,190,0.662,0.28
5.17,2.23,28.07,190,0.645,0.278
5.12,2.27,28.04,190,0.64,0.284
5.12,2.3,28.16,190,0.634,0.285
5.11,2.33,28.28,190,0.628,0.286
5.09,2.33,28.16,190,0.631,0.289
5.06,2.33,28.07,190,0.631,0.291
5.06,2.33,28.1,190,0.63,0.29
5.02,2.33,28.31,190,0.615,0.286
5.02,2.33,28.4,190,0.612,0.284
5.02,2.33,28.16,190,0.622,0.289
5.02,2.33,28.16,190,0.622,0.289
5.01,2.34,28.19,190,0.619,0.289
5.01,2.34,28.25,190,0.617,0.288
5,2.34,28.34,190,0.612,0.286
4.52,2.38,27.75,194.8,0.57,0.3
4.54,2.38,27.66,194.8,0.58,0.3
4.54,2.39,27.72,194.8,0.58,0.3
4.54,2.38,27.75,194.8,0.57,0.3
4.51,2.38,27.75,194.8,0.57,0.3
4.52,2.37,27.78,194.8,0.57,0.3
4.52,2.38,27.75,194.8,0.57,0.3
4.51,2.38,27.9,194.8,0.56,0.3
4.52,2.38,27.93,194.8,0.56,0.3
4.51,2.38,27.84,194.8,0.57,0.3
4.51,2.37,27.81,194.8,0.57,0.3
4.5,2.37,27.78,194.8,0.57,0.3
4.5,2.37,27.75,194.8,0.57,0.3
4.51,2.37,27.69,194.8,0.57,0.3
4.51,2.37,27.78,194.8,0.57,0.3
4.5,2.37,27.81,194.8,0.57,0.3
4.5,2.37,27.84,194.8,0.57,0.3
4.5,2.37,27.78,194.8,0.57,0.3
4.49,2.37,27.69,194.8,0.57,0.3
4.49,2.37,27.72,194.8,0.57,0.3
4.93,2.98,28.22,195,0.608,0.368
4.93,2.98,28.19,195,0.61,0.368
4.92,2.98,28.22,195,0.607,0.368
4.92,2.98,28.19,195,0.608,0.368
4.92,2.98,28.1,195,0.612,0.371
4.92,2.98,28.19,195,0.608,0.368
4.9,2.96,28.28,195,0.602,0.364
4.89,2.97,28.25,195,0.602,0.366
4.9,2.97,28.19,195,0.606,0.367
4.9,2.97,28.25,195,0.603,0.366
4.89,2.95,28.25,195,0.602,0.363
4.87,2.95,28.28,195,0.598,0.362
4.86,2.95,28.34,195,0.595,0.361
4.86,2.95,28.58,195,0.585,0.355
4.87,2.95,28.67,195,0.582,0.353
4.86,2.94,28.55,195,0.586,0.354
4.87,2.94,28.34,195,0.596,0.36
4.87,2.95,28.4,195,0.593,0.359
4.93,2.99,28.43,195,0.599,0.363
4.92,3.01,28.37,195,0.601,0.367
4.6,3.04,27.66,199.8,0.59,0.39
4.61,3.04,27.75,199.8,0.58,0.38
4.6,3.03,27.69,199.8,0.58,0.39
4.59,3.03,27.69,199.8,0.58,0.39
4.59,3.03,27.66,199.8,0.58,0.39
4.59,3.03,27.72,199.8,0.58,0.38
4.6,3.03,27.75,199.8,0.58,0.38
4.6,3.03,27.63,199.8,0.59,0.39
4.6,3.03,27.57,199.8,0.59,0.39
4.58,3.02,27.66,199.8,0.58,0.38
4.58,3.02,27.54,199.8,0.59,0.39
4.59,3.02,27.66,199.8,0.58,0.38
4.59,3.03,27.6,199.8,0.59,0.39
4.59,3.02,27.66,199.8,0.58,0.38
4.59,3.02,27.72,199.8,0.58,0.38
4.59,3.03,27.72,199.8,0.58,0.38
4.59,3.03,27.57,199.8,0.59,0.39
4.59,3.03,27.45,199.8,0.59,0.39
4.58,3.03,27.54,199.8,0.59,0.39
4.6,3.03,27.69,199.8,0.58,0.39
5.13,3.8,27.95,200,0.645,0.478
5.15,3.81,28.01,200,0.645,0.477
5.15,3.82,27.98,200,0.646,0.479
5.18,3.84,28.04,200,0.647,0.48
5.16,3.84,28.16,200,0.639,0.476
5.16,3.82,28.4,200,0.629,0.465
5.16,3.82,28.22,200,0.637,0.471
5.17,3.83,28.1,200,0.643,0.477
5.15,3.83,28.25,200,0.634,0.472
5.15,3.81,28.16,200,0.638,0.472
5.15,3.81,28.07,200,0.642,0.475
5.13,3.81,28.01,200,0.642,0.477
5.13,3.81,27.92,200,0.647,0.48
5.13,3.79,28.22,200,0.633,0.468
5.11,3.78,28.19,200,0.632,0.467
5.12,3.79,28.16,200,0.634,0.47
5.12,3.79,28.13,200,0.636,0.471
5.12,3.8,28.13,200,0.636,0.472
5.15,3.81,27.98,200,0.646,0.478
5.14,3.8,27.74,200,0.656,0.485
4.97,3.93,27.72,204.6,0.63,0.5
4.99,3.95,27.84,204.6,0.63,0.5
4.98,3.94,27.78,204.6,0.63,0.5
4.99,3.94,27.66,204.6,0.64,0.5
4.99,3.95,27.6,204.6,0.64,0.51
4.98,3.94,27.6,204.6,0.64,0.5
4.98,3.94,27.54,204.6,0.64,0.51
4.97,3.94,27.57,204.6,0.64,0.51
4.97,3.92,27.54,204.6,0.64,0.5
4.96,3.92,27.57,204.6,0.64,0.5
4.95,3.93,27.66,204.6,0.63,0.5
4.98,3.93,27.6,204.6,0.64,0.5
4.98,3.94,27.66,204.6,0.63,0.5
4.98,3.93,27.66,204.6,0.63,0.5
4.97,3.93,27.75,204.6,0.63,0.5
4.97,3.93,27.75,204.6,0.63,0.5
4.97,3.93,27.69,204.6,0.63,0.5
4.96,3.93,27.69,204.6,0.63,0.5
4.98,3.95,27.75,204.6,0.63,0.5
5,3.95,27.81,204.6,0.63,0.5
5.61,4.9,27.95,205,0.706,0.616
5.61,4.9,28.13,205,0.697,0.608
5.58,4.89,28.25,205,0.687,0.602
5.59,4.89,28.16,205,0.693,0.606
5.58,4.89,28.04,205,0.697,0.611
5.58,4.88,27.92,205,0.703,0.615
5.58,4.87,27.98,205,0.7,0.611
5.56,4.87,28.04,205,0.695,0.609
5.6,4.87,27.95,205,0.704,0.613
5.6,4.91,28.13,205,0.695,0.61
5.65,4.93,28.13,205,0.702,0.612
5.65,4.95,28.04,205,0.706,0.619
5.64,4.95,28.1,205,0.702,0.616
5.64,4.92,28.07,205,0.703,0.614
5.62,4.91,27.89,205,0.71,0.62
5.61,4.91,27.92,205,0.707,0.619
5.61,4.91,27.95,205,0.706,0.618
5.61,4.92,27.86,205,0.71,0.623
5.62,4.9,27.92,205,0.708,0.618
5.61,4.91,27.92,205,0.707,0.619
5.49,5.11,27.78,209.8,0.69,0.65
5.49,5.09,27.81,209.8,0.69,0.64
5.46,5.09,27.81,209.8,0.69,0.64
5.48,5.09,27.87,209.8,0.69,0.64
5.49,5.11,27.66,209.8,0.7,0.65
5.49,5.09,27.51,209.8,0.71,0.66
5.48,5.09,27.51,209.8,0.71,0.66
5.47,5.09,27.54,209.8,0.7,0.65
5.45,5.08,27.38,209.8,0.71,0.66
5.45,5.07,27.45,209.8,0.7,0.66
5.45,5.06,27.45,209.8,0.7,0.65
5.43,5.06,27.51,209.8,0.7,0.65
5.41,5.05,27.6,209.8,0.69,0.65
5.41,5.04,27.72,209.8,0.69,0.64
5.41,5.05,27.69,209.8,0.69,0.64
5.45,5.05,27.75,209.8,0.69,0.64
5.48,5.08,27.84,209.8,0.69,0.64
5.48,5.08,27.75,209.8,0.69,0.64
5.48,5.09,27.72,209.8,0.69,0.65
